"ref_code","ref_source","ref_language","pub_year","ref_info","ref_info_orig","ref_doi","ref_journal_orig","study_id"
"Majhi_&_Das_2013","Dahlke_et_al_2020","english",2013,"Majhi, S.K. and Das, S.K., 2013. Thermal tolerance, oxygen consumption and stress response in Danio dangila and Brachydanio rerio (Hamilton, 1822) acclimated to four temperatures. Turkish Journal of Fisheries and Aquatic Sciences, 13(2).",,"10.4194/1303-2712-v13_2_19","Turkish Journal of Fisheries and Aquatic Sciences","s_514"
"Majhi_et_al_2013","Dahlke_et_al_2020","english",2013,"Majhi, S.K., Das, S.K. and Rajkhowa, D., 2013. Effects of elevated water temperature on tolerance and stress in Chocolate mahseer Neolissochilus hexagonolepis: implications for habitat restoration and conservation. Current Science, pp.379-383.",,"","Current Science","s_515"
"Cook_et_al_2006","Dahlke_et_al_2020","english",2006,"Cook, A.M., Duston, J. and Bradford, R.G., 2006. Thermal tolerance of a northern population of striped bass Morone saxatilis. Journal of Fish Biology, 69(5), pp.1482-1490.",,"10.1111/j.1095-8649.2006.01211.x","Journal of Fish Biology","s_466"
"Golovanova_et_al_2013","WOS","english",2013,"Golovanova, I.L., Golovanov, V.K., Smirnov, A.K., Pavlov, D.D., 2013. Effect of ambient temperature increase on intestinal mucosa amylolytic activity in freshwater fish. Fish Physiol Biochem 39, 1497–1504. https://doi.org/10.1007/s10695-013-9803-9",,"10.1007/s10695-013-9803-9","Fish Physiology and Biochemistry","s_489"
"Carrier_&_Beitinger_1988","Dahlke_et_al_2020","english",1988,"Carrier, R. and Beitinger, T.L., 1988. Reduction in thermal tolerance of Notropis lutrensis and Pimephales promelas exposed to cadmium. Water Research, 22(4), pp.511-515.",,"10.1016/0043-1354(88)90048-6","Water Research","s_458"
"King_et_al_1985","Dahlke_et_al_2020","english",1985,"King, T.L., Zimmerman, E.G. and Beitinger, T.L., 1985. Concordant variation in thermal tolerance and allozymes of the red shiner, Notropis lutrensis, inhabiting tailwater sections of the Brazos River, Texas. Environmental Biology of Fishes, 13, pp.49-57.",,"10.1007/BF00004855","Environmental Biology of Fishes","s_506"
"Maness_&_Hutchinson_1980","Dahlke_et_al_2020","english",1980,"Maness, J.D. and Hutchison, V.H., 1980. Acute adjustment of thermal tolerance in vertebrate ectotherms following exposure to critical thermal maxima. Journal of Thermal Biology, 5(4), pp.225-233.",,"10.1016/0306-4565(80)90026-1","Journal of Thermal Biology","s_516"
"Holland_et_al_1974","Dahlke_et_al_2020","english",1974,"Holland, W.E., Smith, M.H., Gibbons, J.W. and Brown, D.H., 1974. Thermal tolerances of fish from a reservoir receiving heated effluent from a nuclear reactor. Physiological Zoology, 47(2), pp.110-118.",,"10.1086/physzool.47.2.30155628","Physiological Zoology","s_497"
"Cvancara_et_al_1977","Dahlke_et_al_2020","english",1977,"Cvancara, V.A., Stieber, S.F. and Cvancara, B.A., 1977. Summer temperature tolerance of selected species of Mississippi River acclimated young of the year fishes. Comparative Biochemistry and Physiology Part A: Physiology, 56(1), pp.81-85.",,"10.1016/0300-9629(77)90445-5","Comparative Biochemistry and Physiology Part A: Physiology","s_471"
"Schaefer_et_al_1999","Dahlke_et_al_2020","english",1999,"Schaefer, J.F., Lutterschmidt, W.I. and Hill, L.G., 1999. Physiological performance and stream microhabitat use by the centrarchids Lepomis megalotis and Lepomis macrochirus. Environmental Biology of Fishes, 54, pp.303-312.",,"10.1023/A:1007524518408","Environmental Biology of Fishes","s_546"
"Healy_&_Schulte_2012","Dahlke_et_al_2020","english",2012,"Healy, T.M. and Schulte, P.M., 2012. Factors affecting plasticity in whole-organism thermal tolerance in common killifish (Fundulus heteroclitus). Journal of Comparative Physiology B, 182, pp.49-62.",,"10.1007/s00360-011-0595-x","Journal of Comparative Physiology B","s_492"
"Lowe_&_Heath_1969","Dahlke_et_al_2020","english",1969,"Lowe, C.H. and Heath, W.G., 1969. Behavioral and physiological responses to temperature in the desert pupfish Cyprinodon macularius. Physiological Zoology, 42(1), pp.53-59.",,"10.1086/physzool.42.1.30152465","Physiological Zoology","s_511"
"Troia_et_al_2015","WOS","english",2015,"Troia, M.J., Whitney, J.E., Gido, K.B., 2015. Thermal performance of larval longfin dace (Agosia chrysogaster), with implications for climate change. Environ Biol Fish 98, 395–404. https://doi.org/10.1007/s10641-014-0270-7",,"10.1007/s10641-014-0270-7","Environmental Biology of Fishes","s_558"
"Bonar_et_al_2005","Dahlke_et_al_2020","english",2005,"Bonar, S.A., Carveth, C.J., Widmer, A.M. and Simms, J., 2005. Upper temperature tolerance of loach minnow and spikedace under acute, chronic, and fluctuating thermal regimes. Fisheries Research Report, (04-05).",,"","Fisheries Research Report","s_448"
"White_&_Wahl_2020","Pottier_et_al_2022","english",2020,"White, D.P. and Wahl, D.H., 2020. Growth and physiological responses in largemouth bass populations to environmental warming: Effects of inhabiting chronically heated environments. Journal of thermal biology, 88, p.102467.",,"10.1016/j.jtherbio.2019.102467Get rights and content","Journal of thermal biology","s_568"
"Heath_et_al_1994","Dahlke_et_al_2020","english",1994,"Heath, S., Bennett, W.A., Kennedy, J. and Beitinger, T.L., 1994. Heat and cold tolerance of the fathead minnow, Pimephales promelas, exposed to the synthetic pyrethroid cyfluthrin. Canadian Journal of Fisheries and Aquatic Sciences, 51(2), pp.437-440.",,"10.1139/f94-045","Canadian Journal of Fisheries and Aquatic Sciences","s_494"
"Heath_1962","Dahlke_et_al_2020","english",1962,"Heath, W.G., 1962. Maximum Temperature Tolerance as a Function of Constant Temperature Acclimation in the Gila Topminnow (Poeciliopsis Occidentalis). The University of Arizona.",,"","Doctoral dissertation","s_493"
"Widmer_et_al_2006","Dahlke_et_al_2020","english",2006,"Widmer, A.M., Carveth, C.J., Bonar, S.A. and Simms, J.R., 2006. Upper temperature tolerance of loach minnow under acute, chronic, and fluctuating thermal regimes. Transactions of the American Fisheries Society, 135(3), pp.755-762.",,"10.1577/T04-205.1","Transactions of the American Fisheries Society","s_569"
"Lapointe_et_al_2018","WOS","english",2018,"Lapointe, D., Cooperman, M.S., Chapman, L.J., Clark, T.D., Val, A.L., Ferreira, M.S., Balirwa, J.S., Mbabazi, D., Mwanja, M., Chhom, L., Hannah, L., Kaufman, L., Farrell, A.P., Cooke, S.J., 2018. Predicted impacts of climate warming on aerobic performance and upper thermal tolerance of six tropical freshwater fishes spanning three continents. Conservation Physiology 6. https://doi.org/10.1093/conphys/coy056",,"10.1093/conphys/coy056","Conservation Physiology","s_510"
"Cheetham_et_al_1976","Morley_et_al_2019","english",1976,"Cheetham, J.L., Garten, C.T., King, C.L. and Smith, M.H., 1976. Temperature tolerance and preference of immature channel catfish (Ictalurus punctatus). Copeia, 1976(3), pp.609-612.",,"10.2307/1443392"," Copeia","s_460"
"Diaz_&_Buckle_1999","Morley_et_al_2019","english",1999,"Dı́az, F. and Bückle, L.F., 1999. Effect of the critical thermal maximum on the preferred temperatures of Ictalurus punctatus exposed to constant and fluctuating temperatures. Journal of Thermal Biology, 24(3), pp.155-160.",,"10.1016/S0306-4565(99)00005-4"," Journal of Thermal Biology","s_478"
"Stewart_&_Allen_2014","Dahlke_et_al_2020","english",2014,"Stewart, H.A. and Allen, P.J., 2014. Critical thermal maxima of two geographic strains of channel and hybrid catfish. North American Journal of Aquaculture, 76(2), pp.104-111.",,"10.1080/15222055.2013.856827","American Journal of Aquaculture","s_554"
"Bennett_et_al_1998","Dahlke_et_al_2020","english",1998,"Bennett, W.A., McCauley, R.W. and Beitinger, T.L., 1998. Rates of gain and loss of heat tolerance in channel catfish. Transactions of the American Fisheries Society, 127(6), pp.1051-1058.",,"10.1577/1548-8659(1998)127<1051:ROGALO>2.0.CO;2","Transactions of the American Fisheries Society","s_445"
"Recsetar_&_Bonar_2013","Dahlke_et_al_2020","english",2013,"Recsetar, M.S. and Bonar, S.A., 2013. Survival of Apache Trout eggs and alevins under static and fluctuating temperature regimes. Transactions of the American Fisheries Society, 142(2), pp.373-379.",,"10.1080/00028487.2012.741551","Transactions of the American Fisheries Society","s_539"
"Elliott_&_Elliott_1995a","Dahlke_et_al_2020","english",1995,"Elliott, J.M. and Elliott, J.A., 1995. The effect of the rate of temperature increase on the critical thermal maximum for parr of Atlantic salmon and brown trout. Journal of fish biology, 47(5), pp.917-919.",,"10.1111/j.1095-8649.1995.tb06014.x","Journal of fish biology","s_483"
"Shaughnessy_&_McCormick_2018","WOS","english",2018,"Shaughnessy, C.A., McCormick, S.D., 2018. Reduced thermal tolerance during salinity acclimation in brook trout ( Salvelinus fontinalis ) can be rescued by prior treatment with cortisol. Journal of Experimental Biology jeb.169557. https://doi.org/10.1242/jeb.169557",,"10.1242/jeb.169557","Journal of Experimental Biology","s_551"
"Wells_et_al_2016","WOS","english",2016,"Wells, Z.R.R., McDonnell, L.H., Chapman, L.J., Fraser, D.J., 2016. Limited variability in upper thermal tolerance among pure and hybrid populations of a cold-water fish. Conserv Physiol 4, cow063. https://doi.org/10.1093/conphys/cow063",,"10.1093/conphys/cow063","Conservation Physiology","s_567"
"Metzger_et_al_2016","WOS","english",2016,"Metzger, D.C.H., Healy, T.M., Schulte, P.M., 2016. Conserved effects of salinity acclimation on thermal tolerance and hsp70 expression in divergent populations of threespine stickleback (Gasterosteus aculeatus). J Comp Physiol B 186, 879–889. https://doi.org/10.1007/s00360-016-0998-9",,"10.1007/s00360-016-0998-9","Journal of Comparative Physiology B","s_521"
"Horoszewicz_1973","Dahlke_et_al_2020","english",1973,"Horoszewicz, L., 1973. Lethal and ‘disturbing’temperatures in some fish species from lakes with normal and artificially elevated temperature. Journal of Fish Biology, 5(2), pp.165-181.",,"10.1111/j.1095-8649.1973.tb04445.x","Journal of Fish Biology","s_498"
"Dammarck_et_al_2018","Sasaki_et_al_2022","english",2018,"Dammark, K.B., Ferchaud, A.L., Hansen, M.M. and Sørensen, J.G., 2018. Heat tolerance and gene expression responses to heat stress in threespine sticklebacks from ecologically divergent environments. Journal of thermal biology, 75, pp.88-96.",,"10.1016/j.jtherbio.2018.06.003","Journal of thermal biology","s_474"
"Pandolfo_et_al_2010","Pottier_et_al_2022","english",2010,"Pandolfo, T.J., Cope, W.G. and Arellano, C., 2010. Thermal tolerance of juvenile freshwater mussels (Unionidae) under the added stress of copper. Environmental Toxicology and Chemistry, 29(3), pp.691-699.",,"10.1002/etc.92","Environmental Toxicology and Chemistry","s_531"
"Khan_et_al_2020","GS","english",2020,"Khan, J.M., Dudding, J., Hart, M., Robertson, C.R., Lopez, R. and Randklev, C.R., 2020. Linking flow and upper thermal limits of freshwater mussels to inform environmental flow benchmarks. Freshwater Biology, 65(12), pp.2037-2052.",,"10.1111/fwb.13598","Freshwater Biology","s_503"
"Archambault_et_al_2014a","Pottier_et_al_2022","english",2014,"Archambault, J.M., Cope, W.G. and Kwak, T.J., 2014. Survival and behaviour of juvenile unionid mussels exposed to thermal stress and dewatering in the presence of a sediment temperature gradient. Freshwater Biology, 59(3), pp.601-613.",,"10.1111/fwb.12290","Freshwater Biology","s_443"
"Brown_&_Feldmeth_1971","Dahlke_et_al_2020","english",1971,"Brown, J.H. and Feldmeth, C.R., 1971. Evolution in constant and fluctuating environments: thermal tolerances of desert pupfish (Cyprinodon). Evolution, pp.390-398.",,"10.2307/2406931","Evolution","s_457"
"Golovanov_&_Smirnov_2007","Dahlke_et_al_2020","english",2007,"Golovanov, V.K. and Smirnov, A.K., 2007. Influence of the water heating rate upon thermal tolerance in common carp (Cyprinus carpio L.) during different seasons. Journal of Ichthyology, 47, pp.538-543.",,"10.1134/S0032945207070089","Journal of Ichthyology","s_488"
"Rodgers_&_De_Boeck_2019","WOS","english",2019,"Rodgers, E.M., De Boeck, G., 2019. Nitrite-induced reductions in heat tolerance are independent of aerobic scope in a freshwater teleost. Journal of Experimental Biology jeb.212035. https://doi.org/10.1242/jeb.212035",,"10.1242/jeb.212035","Journal of Experimental Biology","s_541"
"Bierbach_et_al_2010","Dahlke_et_al_2020","english",2010,"Bierbach, D., Schleucher, E., Hildenbrand, P., Köhler, A., Arias-Rodriguez, L., Riesch, R. and Plath, M., 2010. Thermal tolerances in mollies (Poecilia spp.): reduced physiological flexibility in stable environments?. Bulletin of Fish Biology Volume, 12(1/2), pp.83-89.",,"","Bulletin of Fish Biology","s_446"
"Galleher_et_al_2010","Dahlke_et_al_2020","english",2010,"Galleher, S.N., Gilg, M.R. and Smith, K.J., 2010. Comparison of larval thermal maxima between Fundulus heteroclitus and F. grandis. Fish physiology and biochemistry, 36, pp.731-740.",,"10.1007/s10695-009-9347-1","Fish physiology and biochemistry","s_486"
"de_Beek_et_al_2017","Pottier_et_al_2022","english",2017,"de Beeck, L.O., Verheyen, J. and Stoks, R., 2017. Integrating both interaction pathways between warming and pesticide exposure on upper thermal tolerance in high-and low-latitude populations of an aquatic insect. Environmental Pollution, 224, pp.714-721.",,"10.1016/j.envpol.2016.11.014","Environmental Pollution","s_574"
"de_Beek_et_al_2018b","Pottier_et_al_2022","english",2018,"de Beeck, L.O., Verheyen, J. and Stoks, R., 2018. Competition magnifies the impact of a pesticide in a warming world by reducing heat tolerance and increasing autotomy. Environmental Pollution, 233, pp.226-234.",,"10.1016/j.envpol.2017.10.071","Environmental Pollution","s_576"
"Scott_1987","Dahlke_et_al_2020","english",1987,"Scott, N.L., 1987. Seasonal variation of critical thermal maximum in the redbelly dace, Phoxinus erythrogaster (Cyprinidae). The Southwestern Naturalist, pp.435-438.",,"10.2307/3671475","The Southwestern Naturalist","s_548"
"Bishai_1965","Dahlke_et_al_2020","english",1965,"Bishai, H.M., 1965. Resistance of Tilapia nilotica L. to high temperatures. Hydrobiologia, 25(3-4), pp.473-488.",,"10.1007/BF00838508","Hydrobiologia","s_447"
"Terpin_et_al_1976","Dahlke_et_al_2020","english",1976,"Terpin, K.M., Spotila, J.R. and Koons, R.R., 1976. Effect of photoperiod on the temperature tolerance of the blacknose dace, Rhinichthys atratulus. Comparative Biochemistry and Physiology Part A: Physiology, 53(3), pp.241-244.",,"10.1016/S0300-9629(76)80028-X","Comparative Biochemistry and Physiology Part A: Physiology","s_557"
"McCormick_et_al_1977","Dahlke_et_al_2020","english",1977,"McCormick, J.H., Jones, B.R. and Hokanson, K.E., 1977. White sucker (Catostomus commersoni) embryo development, and early growth and survival at different temperatures. Journal of the Fisheries Board of Canada, 34(7), pp.1019-1025.",,"10.1139/f77-154","Journal of the Fisheries Board of Canada","s_519"
"Kim_et_al_2017","WOS","english",2017,"Kim, K.S., Chou, H., Funk, D.H., Jackson, J.K., Sweeney, B.W., Buchwalter, D.B., 2017. Physiological responses to short-term thermal stress in mayfly ( Neocloeon triangulifer ) larvae in relation to upper thermal limits. Journal of Experimental Biology 220, 2598–2605. https://doi.org/10.1242/jeb.156919",,"10.1242/jeb.156919","Journal of Experimental Biology","s_504"
"Novinger_&_Coon_2000","Dahlke_et_al_2020","english",2000,"Novinger, D.C. and Coon, T.G., 2000. Behavior and physiology of the redside dace, Clinostomus elongatus, a threatened species in Michigan. Environmental Biology of Fishes, 57, pp.315-326.",,"10.1023/A:1007526414384","Environmental Biology of Fishes","s_527"
"Sardella_et_al_2008","WOS","english",2008,"Sardella, B.A., Sanmarti, E., Kültz, D., 2008. The acute temperature tolerance of green sturgeon ( Acipenser medirostris ) and the effect of environmental salinity. J. Exp. Zool. 309A, 477–483. https://doi.org/10.1002/jez.477",,"10.1002/jez.477","Journal of Experimental Zoology","s_544"
"Seefeld_&_Ebert_2019","WOS","english",2019,"Seefeldt, L., Ebert, D., 2019. Temperature- versus precipitation-limitation shape local temperature tolerance in a Holarctic freshwater crustacean. Proc. R. Soc. B. 286, 20190929. https://doi.org/10.1098/rspb.2019.0929",,"10.1098/rspb.2019.0929","Proceedings of the Royal Society B: Biological Sciences","s_549"
"Brans_et_al_2017","WOS","english",2017,"Brans, K.I., Jansen, M., Vanoverbeke, J., Tüzün, N., Stoks, R., De Meester, L., 2017. The heat is on: Genetic adaptation to urbanization mediated by thermal tolerance and body size. Global Change Biology 23, 5218–5227. https://doi.org/10.1111/gcb.13784",,"10.1111/gcb.13784","Global Change Biology","s_455"
"Vanvelk_et_al_2021","Pottier_et_al_2022","english",2021,"Vanvelk, H., Govaert, L., Van den Berg, E.M., Brans, K.I. and De Meester, L., 2021. Interspecific differences, plastic, and evolutionary responses to a heat wave in three co‐occurring Daphnia species. Limnology and Oceanography, 66(4), pp.1201-1220.",,"10.1002/lno.11675","Limnology and Oceanography","s_561"
"Oblad_1991","GS","english",1991,"Oblad, B.R., 1991. Life histories and thermal relationships of stoneflies (Plecoptera) in two Utah spring streams. State University of New York College of Environmental Science and Forestry.",,"","Doctoral dissertation","s_529"
"Nyboer_&_Chapman_2018","WOS","english",2018,"Nyboer, E.A., Chapman, L.J., 2018. Cardiac plasticity influences aerobic performance and thermal tolerance in a tropical, freshwater fish at elevated temperatures. Journal of Experimental Biology jeb.178087. https://doi.org/10.1242/jeb.178087",,"10.1242/jeb.178087","Journal of Experimental Biology","s_528"
"Chrétien_&_Chapman_2016","WOS","english",2016,"Chrétien, E., Chapman, L.J., 2016. Tropical fish in a warming world: thermal tolerance of Nile perch Lates niloticus (L.) in Lake Nabugabo, Uganda. Conserv Physiol 4, cow062. https://doi.org/10.1093/conphys/cow062",,"10.1093/conphys/cow062","Conservation Physiology","s_463"
"Bonin_&_Spotila_1978","Dahlke_et_al_2020","english",1978,"Bonin, J.D. and Spotila, J.R., 1978. Temperature tolerance of larval muskellunge (esox masquinongy mitchill) and F1 hybrids reared under hatchery conditions. Comparative Biochemistry and Physiology Part A: Physiology, 59(3), pp.245-248.",,"10.1016/0300-9629(78)90154-8","Comparative Biochemistry and Physiology Part A: Physiology","s_449"
"Kellogg_1982","Dahlke_et_al_2020","english",1982,"Kellogg, R.L., 1982. Temperature requirements for the survival and early development of the anadromous alewife. The Progressive Fish‐Culturist, 44(2), pp.63-73.",,"10.1577/1548-8659(1982)44[63:TRFTSA]2.0.CO;2","The Progressive Fish‐Culturist","s_499"
"Booth_et_al_2023","WOS","english",2023,"Booth, J.M., Giomi, F., Daffonchio, D., McQuaid, C.D., Fusi, M., 2023. Disturbance of primary producer communities disrupts the thermal limits of the associated aquatic fauna. Science of The Total Environment 872, 162135.",,"10.1016/j.scitotenv.2023.162135","Science of The Total Environment","s_451"
"McCormick_et_al_1971","Dahlke_et_al_2020","english",1971,"McCormick, J.H., Jones, B.R. and Syrett, R.F., 1971. Temperature requirements for growth and survival of larval ciscos (Coregonus artedii). Journal of the Fisheries Board of Canada, 28(6), pp.924-927.",,"10.1139/f71-134"," Journal of the Fisheries Board of Canada","s_518"
"Corey_et_al_2017","WOS","english",2017,"Corey, E., Linnansaari, T., Cunjak, R.A., Currie, S., 2017. Physiological effects of environmentally relevant, multi-day thermal stress on wild juvenile Atlantic salmon (Salmo salar). Conservation Physiology 5. https://doi.org/10.1093/conphys/cox014",,"10.1093/conphys/cox014","Conservation Physiology","s_467"
"Bowden_et_al_2018","WOS","english",2018,"Bowden, A.J., Andrewartha, S.J., Elliott, N.G., Frappell, P.B., Clark, T.D., 2018. Negligible differences in metabolism and thermal tolerance between diploid and triploid Atlantic salmon ( Salmo salar L.). Journal of Experimental Biology jeb.166975. https://doi.org/10.1242/jeb.166975",,"10.1242/jeb.166975","Journal of Experimental Biology","s_452"
"Chen_et_al_2013","Pottier_et_al_2022","english",2013,"Chen, Z., Anttila, K., Wu, J., Whitney, C.K., Hinch, S.G. and Farrell, A.P., 2013. Optimum and maximum temperatures of sockeye salmon (Oncorhynchus nerka) populations hatched at different temperatures. Canadian Journal of Zoology, 91(5), pp.265-274.",,"10.1139/cjz-2012-0300","Canadian Journal of Zoology","s_461"
"Cocking_1959","Dahlke_et_al_2020","english",1959,"Cocking, A.W., 1959. The effects of high temperatures on roach (Rutilus rutilus) I. The effects of constant high temperatures. Journal of Experimental Biology, 36(1), pp.203-216.",,"10.1242/jeb.36.1.203","Journal of Experimental Biology","s_465"
"Elliott_&_Klemetsen_2002","Dahlke_et_al_2020","english",2002,"Elliott, J.M. and Klemetsen, A., 2002. The upper critical thermal limits for alevins of Arctic charr from a Norwegian lake north of the Arctic circle. Journal of fish biology, 60(5), pp.1338-1341.",,"10.1111/j.1095-8649.2002.tb01727.x","Journal of fish biology","s_484"
"Wagner_et_al_2001","Pottier_et_al_2022","english",2001,"Wagner, E.J., Arndt, R.E. and Brough, M., 2001. Comparative tolerance of four stocks of cutthroat trout to extremes in temperature, salinity, and hypoxia. Western North American Naturalist, pp.434-444.",,"","Western North American Naturalist","s_564"
"Yoon_et_al_2019","Pottier_et_al_2022","english",2019,"Yoon, G.R., Deslauriers, D. and Anderson, W.G., 2019. Influence of a dynamic rearing environment on development of metabolic phenotypes in age-0 lake sturgeon, Acipenser fulvescens. Conservation Physiology, 7(1), p.coz055.",,"10.1093/conphys/coz055","Conservation Physiology","s_571"
"Semsar_Kazerouni_&_Verberk_2018","WOS","english",2018,"Semsar-Kazerouni, M. and Verberk, W.C., 2018. It's about time: Linkages between heat tolerance, thermal acclimation and metabolic rate at different temporal scales in the freshwater amphipod Gammarus fossarum Koch, 1836. Journal of Thermal Biology, 75, pp.31-37.",,"10.1016/j.jtherbio.2018.04.016","Journal of Thermal Biology","s_550"
"Verberk_&_Calosi_2012","ref","english",2012,"Verberk, W.C. and Calosi, P., 2012. Oxygen limits heat tolerance and drives heat hardening in the aquatic nymphs of the gill breathing damselfly Calopteryx virgo (Linnaeus, 1758). Journal of Thermal Biology, 37(3), pp.224-229.",,"10.1016/j.jtherbio.2012.01.004","Journal of Thermal Biology","s_563"
"New_et_al_2014","Morley_et_al_2019","english",2014,"New, P., Brown, A., Oliphant, A., Burchell, P., Smith, A. and Thatje, S., 2014. The effects of temperature and pressure acclimation on the temperature and pressure tolerance of the shallow-water shrimp Palaemonetes varians. Marine biology, 161, pp.697-709.",,"10.1007/s00227-013-2371-9","Marine biology","s_526"
"Edsall_&_Rottiers_1976","Dahlke_et_al_2020","english",1976,"Edsall, T.A. and Rottiers, D.V., 1976. Temperature tolerance of young-of-the-year lake whitefish, Coregonus clupeaformis. Journal of the Fisheries Board of Canada, 33(1), pp.177-180.",,"","Journal of the Fisheries Board of Canada","s_482"
